"lipid_class_family","structural_category","applied_rule","human_readable_rule","excluded_backbone_or_nonacyl_moiety","accepted_notation","special_handling_and_normalization"
"Cer_*","Sphingolipid","cer_subclass_force_drop_base","Only the N-acyl chain is reported; the ceramide long-chain base is removed before reporting.","The first token is removed and interpreted as the sphingoid long-chain base.","Slash-delimited notation is parsed explicitly.","FA suffixes in parentheses are captured; O-/P- prefixes are stripped from reported chain tokens; ';nO' oxygen notation is normalized to ';On'; '18:1(2OH)' is normalized to '18:1;(2OH)'."
